id,title,artist,year,culture,classification,medium,source_url,image_manifest_url,image_source_used,palette_image_file,palette_image_path,dominant_colors_hex,color_ratios,color_chinese_names,overall_tone,color_family,color_tags_cn,color_1_hex,color_2_hex,color_3_hex,color_4_hex,color_5_hex,color_6_hex,color_7_hex,color_8_hex,color_9_hex,color_1_ratio,color_2_ratio,color_3_ratio,color_4_ratio,color_5_ratio,color_6_ratio,color_7_ratio,color_8_ratio,color_9_ratio,color_1_cn,color_2_cn,color_3_cn,color_4_cn,color_5_cn,color_6_cn,color_7_cn,color_8_cn,color_9_cn
16568,Water Lilies,Claude Monet,1906,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/16568,https://api.artic.edu/api/v1/artworks/16568/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/3c27b499-af56-f0d5-93b5-a7f2f1ad5813/full/1686,/0/default.jpg",16568_palette.png,outputs/color_cards/16568_palette.png,"#506775, #59819F, #365F71, #436F8E, #607680, #4C6F5B, #265653, #7E908E, #A2A7A4","17.14%, 15.03%, 14.81%, 13.69%, 13.30%, 8.61%, 7.40%, 6.69%, 3.34%",灰蓝色、蓝色、蓝色、蓝色、灰蓝色、绿色、深青色、灰青色、灰色,中明度色调,蓝色系,灰蓝色、蓝色、蓝色、蓝色、灰蓝色、绿色、深青色、灰青色、灰色、中明度色调、蓝色系,#506775,#59819F,#365F71,#436F8E,#607680,#4C6F5B,#265653,#7E908E,#A2A7A4,17.14%,15.03%,14.81%,13.69%,13.30%,8.61%,7.40%,6.69%,3.34%,灰蓝色,蓝色,蓝色,蓝色,灰蓝色,绿色,深青色,灰青色,灰色
16571,"Arrival of the Normandy Train, Gare Saint-Lazare",Claude Monet,1877,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/16571,https://api.artic.edu/api/v1/artworks/16571/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/0f1cc0e0-e42e-be16-3f71-2022da38cb93/full/1686,/0/default.jpg",16571_palette.png,outputs/color_cards/16571_palette.png,"#4B5E5B, #3A494C, #738281, #A9AFB1, #647064, #889699, #293338, #566C79, #C3C8C8","17.27%, 14.97%, 12.94%, 11.63%, 11.47%, 10.20%, 10.19%, 8.54%, 2.77%",灰青色、深青色、灰色、灰色、灰色、灰色、深蓝色、灰蓝色、浅灰色,低饱和色调,灰色系,灰青色、深青色、灰色、灰色、灰色、灰色、深蓝色、灰蓝色、浅灰色、低饱和色调、灰色系,#4B5E5B,#3A494C,#738281,#A9AFB1,#647064,#889699,#293338,#566C79,#C3C8C8,17.27%,14.97%,12.94%,11.63%,11.47%,10.20%,10.19%,8.54%,2.77%,灰青色,深青色,灰色,灰色,灰色,灰色,深蓝色,灰蓝色,浅灰色
16776,"After the Hurricane, Bahamas",Winslow Homer,1899,版画与素描,Print / Drawing,Watercolor on paper,https://www.artic.edu/artworks/16776,https://api.artic.edu/api/v1/artworks/16776/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/b34de958-1cbe-065f-4941-c34f64d2b366/full/1686,/0/default.jpg",16776_palette.png,outputs/color_cards/16776_palette.png,"#D5D1C6, #8B9291, #36525E, #5E7276, #363231, #8BB6C1, #F0E6D9, #BAB5AA, #815E4C","17.74%, 13.54%, 12.68%, 10.86%, 10.38%, 10.38%, 9.39%, 8.59%, 6.44%",浅灰色、灰色、蓝色、灰青色、深灰色、灰青色、白色、浅灰色、橙色,低饱和色调,灰色系,浅灰色、灰色、蓝色、灰青色、深灰色、灰青色、白色、浅灰色、橙色、低饱和色调、灰色系,#D5D1C6,#8B9291,#36525E,#5E7276,#363231,#8BB6C1,#F0E6D9,#BAB5AA,#815E4C,17.74%,13.54%,12.68%,10.86%,10.38%,10.38%,9.39%,8.59%,6.44%,浅灰色,灰色,蓝色,灰青色,深灰色,灰青色,白色,浅灰色,橙色
16964,The Plough and the Song,Arshile Gorky,1944,现代/当代艺术,Contemporary Art,Oil on canvas,https://www.artic.edu/artworks/16964,https://api.artic.edu/api/v1/artworks/16964/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/77245c86-908f-83a8-4a17-119633f80a5e/full/800,/0/default.jpg",16964_palette.png,outputs/color_cards/16964_palette.png,"#D1CCA7, #BBB498, #557C86, #9A562E, #79939A, #356FB0, #E0DACB, #AA7D5B, #403537","22.97%, 17.32%, 12.87%, 12.84%, 9.21%, 8.54%, 7.33%, 6.67%, 2.25%",浅黄色、灰黄色、青色、橙色、灰青色、蓝色、浅灰色、橙色、深红色,中明度色调,黄色系,浅黄色、灰黄色、青色、橙色、灰青色、蓝色、浅灰色、橙色、深红色、中明度色调、黄色系,#D1CCA7,#BBB498,#557C86,#9A562E,#79939A,#356FB0,#E0DACB,#AA7D5B,#403537,22.97%,17.32%,12.87%,12.84%,9.21%,8.54%,7.33%,6.67%,2.25%,浅黄色,灰黄色,青色,橙色,灰青色,蓝色,浅灰色,橙色,深红色
18709,"The Frugal Meal, from The Saltimbanques",Pablo Picasso,1904,版画与素描,Print / Drawing,Etching on paper,https://www.artic.edu/artworks/18709,https://api.artic.edu/api/v1/artworks/18709/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/bf1f0174-0711-c3f8-f188-8192022c3257/full/800,/0/default.jpg",18709_palette.png,outputs/color_cards/18709_palette.png,"#F2DECA, #354545, #445554, #AAB0A3, #556763, #949F95, #C3C2B3, #7D8C85, #687873","34.61%, 12.44%, 10.05%, 8.17%, 7.59%, 7.37%, 6.91%, 6.44%, 6.42%",浅橙色、深青色、深青色、灰色、灰青色、灰色、浅灰色、灰色、灰绿色,低饱和色调,橙色系,浅橙色、深青色、深青色、灰色、灰青色、灰色、浅灰色、灰色、灰绿色、低饱和色调、橙色系,#F2DECA,#354545,#445554,#AAB0A3,#556763,#949F95,#C3C2B3,#7D8C85,#687873,34.61%,12.44%,10.05%,8.17%,7.59%,7.37%,6.91%,6.44%,6.42%,浅橙色,深青色,深青色,灰色,灰青色,灰色,浅灰色,灰色,灰绿色
18757,Ceremonial Knife (Tumi),Chimú,c. 900–1470,美洲,American Art,Gold / metal ceremonial object,https://www.artic.edu/artworks/18757,https://api.artic.edu/api/v1/artworks/18757/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/801ac46f-ead4-a77a-8523-34dfade43877/full/!3000,3000/0/default.jpg",18757_palette.png,outputs/color_cards/18757_palette.png,"#474646, #333333, #C4A357, #626160, #AC8A43, #CFB271, #8C6E35, #E0CEB1, #67A0A6","34.41%, 25.82%, 12.08%, 9.22%, 6.74%, 5.29%, 4.91%, 1.04%, 0.49%",深灰色、深灰色、橙色、灰色、橙色、浅橙色、橙色、浅橙色、青色,低饱和色调,灰色系,深灰色、深灰色、橙色、灰色、橙色、浅橙色、橙色、浅橙色、青色、低饱和色调、灰色系,#474646,#333333,#C4A357,#626160,#AC8A43,#CFB271,#8C6E35,#E0CEB1,#67A0A6,34.41%,25.82%,12.08%,9.22%,6.74%,5.29%,4.91%,1.04%,0.49%,深灰色,深灰色,橙色,灰色,橙色,浅橙色,橙色,浅橙色,青色
19339,Arlésiennes (Mistral),Paul Gauguin,1888,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/19339,https://api.artic.edu/api/v1/artworks/19339/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/ae6ac285-6887-dd76-4570-d379c786dfae/full/1686,/0/default.jpg",19339_palette.png,outputs/color_cards/19339_palette.png,"#485B31, #BAAB93, #A37321, #1A2C3B, #686A3A, #989266, #316A4D, #9C3D27, #69767B","16.82%, 12.82%, 12.46%, 11.96%, 11.41%, 9.51%, 8.91%, 8.52%, 7.59%",绿色、灰橙色、橙色、深蓝色、黄色、黄色、绿色、红色、灰蓝色,中明度色调,绿色系,绿色、灰橙色、橙色、深蓝色、黄色、黄色、绿色、红色、灰蓝色、中明度色调、绿色系,#485B31,#BAAB93,#A37321,#1A2C3B,#686A3A,#989266,#316A4D,#9C3D27,#69767B,16.82%,12.82%,12.46%,11.96%,11.41%,9.51%,8.91%,8.52%,7.59%,绿色,灰橙色,橙色,深蓝色,黄色,黄色,绿色,红色,灰蓝色
20432,The Old Savoyard,Jean Antoine Watteau,c. 1716,版画与素描,Print / Drawing,Drawing on paper,https://www.artic.edu/artworks/20432,https://api.artic.edu/api/v1/artworks/20432/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/19ccb5bc-1bee-e0d0-f5cc-9e7cd4134af4/full/1686,/0/default.jpg",20432_palette.png,outputs/color_cards/20432_palette.png,"#D6B99E, #D0AE93, #C89E85, #BB8E77, #916558, #AE7865, #958072, #9F9E9D, #6F5047","27.78%, 17.06%, 14.69%, 11.39%, 7.78%, 7.27%, 5.06%, 4.65%, 4.33%",浅橙色、浅橙色、浅橙色、橙色、红色、橙色、灰橙色、灰色、红色,浅色调,橙色系,浅橙色、浅橙色、浅橙色、橙色、红色、橙色、灰橙色、灰色、红色、浅色调、橙色系,#D6B99E,#D0AE93,#C89E85,#BB8E77,#916558,#AE7865,#958072,#9F9E9D,#6F5047,27.78%,17.06%,14.69%,11.39%,7.78%,7.27%,5.06%,4.65%,4.33%,浅橙色,浅橙色,浅橙色,橙色,红色,橙色,灰橙色,灰色,红色
20579,Hercules and the Lernaean Hydra,Gustave Moreau,1876,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/20579,https://api.artic.edu/api/v1/artworks/20579/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/2ae64c8a-266d-470a-a25a-c83127564636/full/1686,/0/default.jpg",20579_palette.png,outputs/color_cards/20579_palette.png,"#251D10, #312516, #3E3120, #4B3F2C, #5C513B, #8A785A, #71634B, #9B8C6E, #AEA180","24.06%, 22.64%, 13.56%, 10.00%, 7.04%, 6.74%, 6.18%, 5.24%, 4.54%",黑色、深橙色、深橙色、深橙色、橙色、橙色、橙色、橙色、橙色,深色调,橙色系,黑色、深橙色、深橙色、深橙色、橙色、橙色、橙色、橙色、橙色、深色调、橙色系,#251D10,#312516,#3E3120,#4B3F2C,#5C513B,#8A785A,#71634B,#9B8C6E,#AEA180,24.06%,22.64%,13.56%,10.00%,7.04%,6.74%,6.18%,5.24%,4.54%,黑色,深橙色,深橙色,深橙色,橙色,橙色,橙色,橙色,橙色
20684,Paris Street; Rainy Day,Gustave Caillebotte,1877,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/20684,https://api.artic.edu/api/v1/artworks/20684/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/f8fd76e9-c396-5678-36ed-6a348c904d27/full/1686,/0/default.jpg",20684_palette.png,outputs/color_cards/20684_palette.png,"#9D9C96, #B4B4AF, #D4CBBF, #7F8587, #171E25, #2B353C, #464E53, #5F666B, #856B64","17.72%, 14.21%, 11.41%, 11.17%, 10.85%, 10.39%, 9.58%, 8.37%, 6.29%",灰色、灰色、浅灰色、灰色、黑色、深蓝色、深蓝色、灰色、红色,低饱和色调,灰色系,灰色、灰色、浅灰色、灰色、黑色、深蓝色、深蓝色、灰色、红色、低饱和色调、灰色系,#9D9C96,#B4B4AF,#D4CBBF,#7F8587,#171E25,#2B353C,#464E53,#5F666B,#856B64,17.72%,14.21%,11.41%,11.17%,10.85%,10.39%,9.58%,8.37%,6.29%,灰色,灰色,浅灰色,灰色,黑色,深蓝色,深蓝色,灰色,红色
21023,Buddha Shakyamuni Seated in Meditation (Dhyanamudra),无明确作者 / 官方数据未提供,c. 12th century,亚洲,Asian Art,Stone sculpture,https://www.artic.edu/artworks/21023,https://api.artic.edu/api/v1/artworks/21023/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/0675f9a9-1a7b-c90a-3bb6-7f7be2afb678/full/1686,/0/default.jpg",21023_palette.png,outputs/color_cards/21023_palette.png,"#545250, #625E5B, #6F6F6F, #7F6E61, #504238, #D5D5D5, #958478, #352B24, #B3B1AF","26.49%, 22.49%, 15.03%, 9.37%, 8.34%, 7.09%, 6.36%, 3.61%, 1.21%",深灰色、灰色、灰色、灰橙色、深橙色、浅灰色、灰橙色、深橙色、灰色,低饱和色调,灰色系,深灰色、灰色、灰色、灰橙色、深橙色、浅灰色、灰橙色、深橙色、灰色、低饱和色调、灰色系,#545250,#625E5B,#6F6F6F,#7F6E61,#504238,#D5D5D5,#958478,#352B24,#B3B1AF,26.49%,22.49%,15.03%,9.37%,8.34%,7.09%,6.36%,3.61%,1.21%,深灰色,灰色,灰色,灰橙色,深橙色,浅灰色,灰橙色,深橙色,灰色
23333,Pastoral Scene,Giovanni Battista Piazzetta,c. 1740,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/23333,https://api.artic.edu/api/v1/artworks/23333/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/cd2ebc0d-eea7-d476-1a57-daf8a3976675/full/1686,/0/default.jpg",23333_palette.png,outputs/color_cards/23333_palette.png,"#281E16, #36261B, #4A311F, #60402B, #765A43, #8E745B, #AB8C72, #ECD3B5, #CEAA8C","30.70%, 28.00%, 15.73%, 7.27%, 5.37%, 4.74%, 3.72%, 2.39%, 2.07%",黑色、深橙色、深橙色、橙色、橙色、橙色、橙色、浅橙色、浅橙色,深色调,橙色系,黑色、深橙色、深橙色、橙色、橙色、橙色、橙色、浅橙色、浅橙色、深色调、橙色系,#281E16,#36261B,#4A311F,#60402B,#765A43,#8E745B,#AB8C72,#ECD3B5,#CEAA8C,30.70%,28.00%,15.73%,7.27%,5.37%,4.74%,3.72%,2.39%,2.07%,黑色,深橙色,深橙色,橙色,橙色,橙色,橙色,浅橙色,浅橙色
23506,Young Bull,Albrecht Dürer,1508,版画与素描,Print / Drawing,Watercolor and gouache on paper,https://www.artic.edu/artworks/23506,https://api.artic.edu/api/v1/artworks/23506/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/d2529576-bbf0-c631-6f8c-659e825c552d/full/1686,/0/default.jpg",23506_palette.png,outputs/color_cards/23506_palette.png,"#EDE7D5, #E7E1CF, #E0D9C6, #D0C9B7, #BAB5A4, #A29C8C, #8A8476, #6E685D, #514A45","36.53%, 34.71%, 11.24%, 4.74%, 3.49%, 2.81%, 2.59%, 2.34%, 1.55%",浅灰色、浅灰色、浅灰色、浅橙色、浅灰色、灰橙色、灰橙色、灰橙色、深橙色,浅色调,灰色系,浅灰色、浅灰色、浅灰色、浅橙色、浅灰色、灰橙色、灰橙色、灰橙色、深橙色、浅色调、灰色系,#EDE7D5,#E7E1CF,#E0D9C6,#D0C9B7,#BAB5A4,#A29C8C,#8A8476,#6E685D,#514A45,36.53%,34.71%,11.24%,4.74%,3.49%,2.81%,2.59%,2.34%,1.55%,浅灰色,浅灰色,浅灰色,浅橙色,浅灰色,灰橙色,灰橙色,灰橙色,深橙色
23684,The Artist's Mother,Arshile Gorky,1926/36,版画与素描,Print / Drawing,Drawing on paper,https://www.artic.edu/artworks/23684,https://api.artic.edu/api/v1/artworks/23684/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/2a1654eb-1676-47e1-a6df-80694b201922/full/800,/0/default.jpg",23684_palette.png,outputs/color_cards/23684_palette.png,"#6C5E51, #78695A, #A18D77, #867563, #94826E, #5E5248, #B29A7F, #FAEBD5, #DCC6AB","19.11%, 16.25%, 15.23%, 14.46%, 14.10%, 9.89%, 5.97%, 4.24%, 0.76%",橙色、橙色、橙色、橙色、橙色、灰橙色、橙色、浅橙色、浅橙色,中明度色调,橙色系,橙色、橙色、橙色、橙色、橙色、灰橙色、橙色、浅橙色、浅橙色、中明度色调、橙色系,#6C5E51,#78695A,#A18D77,#867563,#94826E,#5E5248,#B29A7F,#FAEBD5,#DCC6AB,19.11%,16.25%,15.23%,14.46%,14.10%,9.89%,5.97%,4.24%,0.76%,橙色,橙色,橙色,橙色,橙色,灰橙色,橙色,浅橙色,浅橙色
23700,The Praying Jew,Marc Chagall,1923,欧美现代艺术,Modern Art,Oil on canvas,https://www.artic.edu/artworks/23700,https://api.artic.edu/api/v1/artworks/23700/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/0b5057af-97c6-5eb8-7328-fa9cf46d8751/full/800,/0/default.jpg",23700_palette.png,outputs/color_cards/23700_palette.png,"#242423, #D9D9CB, #37342F, #C3C1B6, #AFAD9F, #6F695B, #9A9684, #88806D, #564E43","45.56%, 9.88%, 8.20%, 8.12%, 6.30%, 5.93%, 5.57%, 5.41%, 5.04%",黑色、浅灰色、深橙色、浅灰色、灰色、灰橙色、灰黄色、灰橙色、深橙色,低饱和色调,黑色系,黑色、浅灰色、深橙色、浅灰色、灰色、灰橙色、灰黄色、灰橙色、深橙色、低饱和色调、黑色系,#242423,#D9D9CB,#37342F,#C3C1B6,#AFAD9F,#6F695B,#9A9684,#88806D,#564E43,45.56%,9.88%,8.20%,8.12%,6.30%,5.93%,5.57%,5.41%,5.04%,黑色,浅灰色,深橙色,浅灰色,灰色,灰橙色,灰黄色,灰橙色,深橙色
23972,Virgin and Child with the Young Saint John the Baptist,Antonio da Correggio,c. 1515,欧洲,Painting / Sculpture,Oil on panel,https://www.artic.edu/artworks/23972,https://api.artic.edu/api/v1/artworks/23972/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/d63b9402-c42b-cce3-aa63-6d213ad621cd/full/1686,/0/default.jpg",23972_palette.png,outputs/color_cards/23972_palette.png,"#212718, #564122, #320B0A, #836C45, #BDB3AB, #849FA6, #A78E6F, #2F616A, #A73C29","29.33%, 14.51%, 11.26%, 10.69%, 8.57%, 7.42%, 7.14%, 6.49%, 4.58%",黑色、深橙色、深红色、橙色、浅灰色、灰青色、橙色、青色、红色,中明度色调,橙色系,黑色、深橙色、深红色、橙色、浅灰色、灰青色、橙色、青色、红色、中明度色调、橙色系,#212718,#564122,#320B0A,#836C45,#BDB3AB,#849FA6,#A78E6F,#2F616A,#A73C29,29.33%,14.51%,11.26%,10.69%,8.57%,7.42%,7.14%,6.49%,4.58%,黑色,深橙色,深红色,橙色,浅灰色,灰青色,橙色,青色,红色
24306,Blue and Green Music,Georgia O'Keeffe,1919/21,美洲,American Art,Oil on canvas,https://www.artic.edu/artworks/24306,https://api.artic.edu/api/v1/artworks/24306/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/3ee54063-9d78-ee86-0103-b477d988a93f/full/800,/0/default.jpg",24306_palette.png,outputs/color_cards/24306_palette.png,"#2B2E36, #39524C, #A4BAB2, #486F63, #89A982, #608D8A, #5E865B, #7EA3AB, #1C5075","24.84%, 17.03%, 12.47%, 12.14%, 7.79%, 7.38%, 7.04%, 6.83%, 4.48%",深蓝色、深青色、浅灰色、绿色、灰绿色、青色、绿色、灰青色、蓝色,中明度色调,青色系,深蓝色、深青色、浅灰色、绿色、灰绿色、青色、绿色、灰青色、蓝色、中明度色调、青色系,#2B2E36,#39524C,#A4BAB2,#486F63,#89A982,#608D8A,#5E865B,#7EA3AB,#1C5075,24.84%,17.03%,12.47%,12.14%,7.79%,7.38%,7.04%,6.83%,4.48%,深蓝色,深青色,浅灰色,绿色,灰绿色,青色,绿色,灰青色,蓝色
24548,Shiva as Lord of the Dance (Nataraja),无明确作者 / 官方数据未提供,"Chola period, c. 10th/11th century",亚洲,Asian Art,Bronze,https://www.artic.edu/artworks/24548,https://api.artic.edu/api/v1/artworks/24548/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/cf50f037-5fb2-e197-0e56-3ae701edb3e2/full/1686,/0/default.jpg",24548_palette.png,outputs/color_cards/24548_palette.png,"#B0B0AE, #BCBBBA, #A09E9B, #8D8D8C, #746D4D, #565135, #CCCCCB, #928968, #35311D","20.16%, 19.04%, 15.57%, 15.20%, 7.01%, 7.00%, 6.94%, 5.10%, 3.97%",灰色、浅灰色、灰色、灰色、黄色、深黄色、浅灰色、黄色、深黄色,低饱和色调,灰色系,灰色、浅灰色、灰色、灰色、黄色、深黄色、浅灰色、黄色、深黄色、低饱和色调、灰色系,#B0B0AE,#BCBBBA,#A09E9B,#8D8D8C,#746D4D,#565135,#CCCCCB,#928968,#35311D,20.16%,19.04%,15.57%,15.20%,7.01%,7.00%,6.94%,5.10%,3.97%,灰色,浅灰色,灰色,灰色,黄色,深黄色,浅灰色,黄色,深黄色
24836,Brushstroke with Spatter,Roy Lichtenstein,1965,现代/当代艺术,Contemporary Art,Oil and Magna on canvas,https://www.artic.edu/artworks/24836,https://api.artic.edu/api/v1/artworks/24836/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/f8dbda50-a10b-d0ff-a35c-24c2f9e733f1/full/800,/0/default.jpg",24836_palette.png,outputs/color_cards/24836_palette.png,"#BB998F, #C6A69C, #AE8A80, #2E2A27, #9D786F, #E3D308, #2C2D76, #5E5132, #A09516","24.24%, 20.53%, 16.20%, 14.91%, 9.06%, 5.81%, 4.33%, 3.18%, 1.74%",灰红色、灰红色、红色、深橙色、红色、浅黄色、蓝色、橙色、黄色,中明度色调,红色系,灰红色、灰红色、红色、深橙色、红色、浅黄色、蓝色、橙色、黄色、中明度色调、红色系,#BB998F,#C6A69C,#AE8A80,#2E2A27,#9D786F,#E3D308,#2C2D76,#5E5132,#A09516,24.24%,20.53%,16.20%,14.91%,9.06%,5.81%,4.33%,3.18%,1.74%,灰红色,灰红色,红色,深橙色,红色,浅黄色,蓝色,橙色,黄色
25332,Triptych with Scenes from the Life of Christ,German,c. 1490–1500,欧洲,Painting / Sculpture,Oil on panel,https://www.artic.edu/artworks/25332,https://api.artic.edu/api/v1/artworks/25332/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/c5409bc2-35dc-342a-e506-41259963bce0/full/1686,/0/default.jpg",25332_palette.png,outputs/color_cards/25332_palette.png,"#020202, #ABA68B, #BDB9A7, #666665, #2B2A24, #98906E, #514C3A, #7D7247, #D5D3C8","44.62%, 9.84%, 8.73%, 8.64%, 7.68%, 6.67%, 5.89%, 4.62%, 3.32%",黑色、灰黄色、浅灰色、灰色、深黄色、黄色、深黄色、黄色、浅灰色,深色调,黑色系,黑色、灰黄色、浅灰色、灰色、深黄色、黄色、深黄色、黄色、浅灰色、深色调、黑色系,#020202,#ABA68B,#BDB9A7,#666665,#2B2A24,#98906E,#514C3A,#7D7247,#D5D3C8,44.62%,9.84%,8.73%,8.64%,7.68%,6.67%,5.89%,4.62%,3.32%,黑色,灰黄色,浅灰色,灰色,深黄色,黄色,深黄色,黄色,浅灰色
25853,Wine Cistern,Francesco Durantino,c. 1550,欧洲,Applied Art,Tin-glazed earthenware,https://www.artic.edu/artworks/25853,https://api.artic.edu/api/v1/artworks/25853/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/a69557c8-2883-6634-5cf0-93f060ec280a/full/1686,/0/default.jpg",25853_palette.png,outputs/color_cards/25853_palette.png,"#919392, #A9A9A8, #C2C1BD, #A19152, #6A6F69, #906C20, #CBB775, #464020, #DCAA23","24.82%, 21.99%, 12.33%, 9.02%, 8.28%, 6.88%, 5.89%, 5.86%, 4.94%",灰色、灰色、浅灰色、黄色、灰色、橙色、浅黄色、深黄色、浅橙色,低饱和色调,灰色系,灰色、灰色、浅灰色、黄色、灰色、橙色、浅黄色、深黄色、浅橙色、低饱和色调、灰色系,#919392,#A9A9A8,#C2C1BD,#A19152,#6A6F69,#906C20,#CBB775,#464020,#DCAA23,24.82%,21.99%,12.33%,9.02%,8.28%,6.88%,5.89%,5.86%,4.94%,灰色,灰色,浅灰色,黄色,灰色,橙色,浅黄色,深黄色,浅橙色
25865,The Herring Net,Winslow Homer,1885,美洲,American Art,Oil on canvas,https://www.artic.edu/artworks/25865,https://api.artic.edu/api/v1/artworks/25865/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/5dca7347-c6dc-24dd-d073-d705b9cdc575/full/1686,/0/default.jpg",25865_palette.png,outputs/color_cards/25865_palette.png,"#7F6A50, #745F46, #292216, #545142, #3B4136, #3F301C, #646355, #7B7A69, #949078","26.09%, 19.49%, 10.74%, 9.44%, 8.91%, 7.86%, 7.80%, 7.09%, 2.59%",橙色、橙色、深橙色、深黄色、深绿色、深橙色、灰黄色、灰黄色、灰黄色,中明度色调,橙色系,橙色、橙色、深橙色、深黄色、深绿色、深橙色、灰黄色、灰黄色、灰黄色、中明度色调、橙色系,#7F6A50,#745F46,#292216,#545142,#3B4136,#3F301C,#646355,#7B7A69,#949078,26.09%,19.49%,10.74%,9.44%,8.91%,7.86%,7.80%,7.09%,2.59%,橙色,橙色,深橙色,深黄色,深绿色,深橙色,灰黄色,灰黄色,灰黄色
27307,Madame de Pastoret and Her Son,Jacques Louis David,1791/92,欧洲,Painting / Sculpture,Oil on canvas,https://www.artic.edu/artworks/27307,https://api.artic.edu/api/v1/artworks/27307/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/72227c9e-413c-8930-477d-5a90e0a2123c/full/!3000,3000/0/default.jpg",27307_palette.png,outputs/color_cards/27307_palette.png,"#A0907C, #94826D, #D7D6C2, #C6BFAB, #836F59, #B1A18C, #77512D, #573517, #9F6830","23.68%, 21.89%, 13.86%, 10.24%, 8.21%, 7.92%, 6.34%, 3.99%, 3.87%",灰橙色、橙色、浅灰色、灰橙色、橙色、灰橙色、橙色、深橙色、橙色,中明度色调,橙色系,灰橙色、橙色、浅灰色、灰橙色、橙色、灰橙色、橙色、深橙色、橙色、中明度色调、橙色系,#A0907C,#94826D,#D7D6C2,#C6BFAB,#836F59,#B1A18C,#77512D,#573517,#9F6830,23.68%,21.89%,13.86%,10.24%,8.21%,7.92%,6.34%,3.99%,3.87%,灰橙色,橙色,浅灰色,灰橙色,橙色,灰橙色,橙色,深橙色,橙色
27310,The Holy Family with Saints Elizabeth and John the Baptist,Peter Paul Rubens,c. 1615,欧洲,Painting / Sculpture,Oil on panel,https://www.artic.edu/artworks/27310,https://api.artic.edu/api/v1/artworks/27310/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/7c752046-744f-2f68-482b-a7fd42550f2b/full/1686,/0/default.jpg",27310_palette.png,outputs/color_cards/27310_palette.png,"#3E271B, #1C1410, #704425, #AE281A, #3F484A, #996D4E, #C29875, #E4C29E, #761911","18.28%, 17.39%, 15.55%, 14.44%, 8.93%, 7.97%, 6.28%, 5.74%, 5.42%",深橙色、黑色、橙色、红色、深青色、橙色、橙色、浅橙色、红色,高饱和色调,橙色系,深橙色、黑色、橙色、红色、深青色、橙色、橙色、浅橙色、红色、高饱和色调、橙色系,#3E271B,#1C1410,#704425,#AE281A,#3F484A,#996D4E,#C29875,#E4C29E,#761911,18.28%,17.39%,15.55%,14.44%,8.93%,7.97%,6.28%,5.74%,5.42%,深橙色,黑色,橙色,红色,深青色,橙色,橙色,浅橙色,红色
27984,Woman before an Aquarium,Henri Matisse,1921,欧美现代艺术,Modern Art,Oil on canvas,https://www.artic.edu/artworks/27984,https://api.artic.edu/api/v1/artworks/27984/manifest.json,"https://lakeimagesweb.artic.edu/iiif/2/d0e36029-27fc-bf4e-357a-55cfbaf7bdfd/full/1686,/0/default.jpg",27984_palette.png,outputs/color_cards/27984_palette.png,"#896C54, #5B707A, #41261D, #4E4033, #695643, #9C8470, #345969, #779290, #B1B5A4","16.47%, 15.59%, 13.72%, 13.04%, 12.53%, 9.01%, 8.68%, 6.54%, 4.43%",橙色、灰蓝色、深橙色、深橙色、橙色、橙色、蓝色、灰青色、灰色,中明度色调,橙色系,橙色、灰蓝色、深橙色、深橙色、橙色、橙色、蓝色、灰青色、灰色、中明度色调、橙色系,#896C54,#5B707A,#41261D,#4E4033,#695643,#9C8470,#345969,#779290,#B1B5A4,16.47%,15.59%,13.72%,13.04%,12.53%,9.01%,8.68%,6.54%,4.43%,橙色,灰蓝色,深橙色,深橙色,橙色,橙色,蓝色,灰青色,灰色
